english_id,hebrew_name,total_olim,avg_age,pct_employed,pct_female,pct_male,score,madad
hagalil_hatahton,שדה אילן,2,26.5,50.0,50.0,50.0,0.594,7
emek_hamaayanot,שדה אליהו,205,19.9,35.6,47.3,52.7,0.304,6
mevoot_hahermon,שדה אליעזר,1,19.0,0.0,100.0,0.0,0.799,7
ramat_negev,שדה בוקר,10,22.0,60.0,60.0,40.0,0.206,6
drom_hasharon,שדה ורבורג,9,19.2,33.3,33.3,66.7,1.416,8
yoav,שדה יואב,1,53.0,100.0,100.0,0.0,1.111,8
emek_yizrael,שדה יעקב,2,45.0,100.0,50.0,50.0,1.115,8
menashe,שדה יצחק,1,28.0,100.0,0.0,100.0,0.638,7
lahish,שדה משה,2,24.5,100.0,100.0,0.0,0.548,7
hagalil_haelyon,שדה נחמיה,6,17.7,33.3,83.3,16.7,0.602,7
merhavim,שדה צבי,9,17.2,44.4,77.8,22.2,0.232,6
eshkol,שדי אברהם,1,18.0,0.0,0.0,100.0,0.309,6
drom_hasharon,שדי חמד,9,31.3,55.6,55.6,44.4,1.416,8
bikat_hayarden,שדמות מחולה,3,22.3,66.7,66.7,33.3,0.165,6
sderot,שדרות,692,29.6,40.3,51.3,48.7,-0.132,5
mate_yehuda,שואבה,5,55.2,60.0,20.0,80.0,0.757,7
bnei_shimon,שובל,3,18.3,0.0,0.0,100.0,0.971,7
shoham,שוהם,111,35.0,42.3,55.9,44.1,1.685,9
sdot_negev,שוקדה,3,26.0,66.7,66.7,33.3,0.185,6
mate_yehuda,שורש,51,50.2,43.1,52.9,47.1,0.757,7
misgav,שורשים,1,86.0,100.0,100.0,0.0,0.619,7
kiryat_gat,שזפון,2,36.0,50.0,0.0,100.0,-0.552,4
lahish,שחר,2,21.5,0.0,50.0,50.0,0.548,7
jerusalem_yerushalayim,שילה,19,36.1,26.3,42.1,57.9,-1.196,2
hevel_modiin,שילת,2,66.0,100.0,50.0,50.0,0.837,7
shlomi,שלומי,76,31.4,48.7,55.3,44.7,0.19,6
hagalil_haelyon,שמיר,6,45.7,33.3,50.0,50.0,0.602,7
mate_yehuda,שמעה,4,30.2,50.0,50.0,50.0,0.757,7
emek_yizrael,שמשית,1,17.0,0.0,100.0,0.0,1.115,8
no_jurisdiction,שני,8,36.9,75.0,50.0,50.0,-2.865,1
gezer,שעלבים,18,22.9,22.2,33.3,66.7,1.162,8
lev_hasharon,שער אפרים,1,76.0,0.0,100.0,0.0,1.229,8
emek_hayarden,שער הגולן,1,30.0,100.0,0.0,100.0,0.475,7
zvulun,שער העמקים,2,18.5,50.0,50.0,50.0,-0.014,5
petah_tikva,שער שומרון,66,31.9,47.0,50.0,50.0,0.55,7
hof_hasharon,שפיים,3,58.0,33.3,66.7,33.3,1.38,8
shafir,שפיר,4,34.5,75.0,25.0,75.0,-0.055,5
shfaram,שפרעם,4,78.0,25.0,50.0,50.0,-0.712,3
arad,שקד,2,79.0,0.0,50.0,50.0,-0.876,3
hagalil_hatahton,שרונה,3,23.3,100.0,0.0,100.0,0.594,7
emek_yizrael,שריד,2,24.0,100.0,0.0,100.0,1.115,8
sdot_negev,שרשרת,2,56.0,100.0,0.0,100.0,0.185,6
beer_tuvya,שתולים,9,31.0,33.3,44.4,55.6,0.856,7
bnei_shimon,תאשור,1,29.0,100.0,100.0,0.0,0.971,7
bnei_shimon,תדהר,2,33.5,100.0,50.0,50.0,0.971,7
misgav,תובל,3,12.7,33.3,66.7,33.3,0.619,7
sdot_negev,תושיה,3,32.7,33.3,66.7,33.3,0.185,6
tel_aviv_yafo,תל אביב - יפו,43982,34.9,64.6,53.2,46.8,1.293,8
tel_mond,תל מונד,296,26.9,35.1,49.3,50.7,1.472,9
emek_yizrael,תל עדשים,9,15.4,33.3,55.6,44.4,1.115,8
emek_hayarden,תל קציר,10,23.1,40.0,40.0,60.0,0.475,7
kfar_saba,תלם,1,58.0,100.0,100.0,0.0,1.192,8
eshkol,תלמי אליהו,5,35.4,40.0,60.0,40.0,0.309,6
eshkol,תלמי יוסף,1,90.0,0.0,100.0,0.0,0.309,6
lahish,תלמים,1,26.0,0.0,0.0,100.0,0.548,7
hertseliya,תמר,1,27.0,100.0,100.0,0.0,1.361,8
emek_yizrael,תמרת,5,45.6,60.0,20.0,80.0,1.115,8
lev_hasharon,תנובות,2,23.5,0.0,50.0,50.0,1.229,8
mate_yehuda,תעוז,1,64.0,100.0,0.0,100.0,0.757,7
merhavim,תפרח,1,69.0,100.0,100.0,0.0,0.232,6
sdot_negev,תקומה,1,20.0,100.0,0.0,100.0,0.185,6
petah_tikva,תקוע,113,40.3,63.7,44.2,55.8,0.55,7
mate_yehuda,תרום,4,22.8,50.0,50.0,50.0,0.757,7
